id,text,tokens,tags,is_cs,en_count,tr_count,en_ratio,token_count,group,berturk_label,berturk_score,xlmr_label,xlmr_score
100.0,Bu akşam 21.45'te nostalji kuşağında War of the Ring oynuyoruz. #twitch #LordOfTheRings #warofthering #Sierra #lotr https://www.twitch.tv/thewhitetreeorg,"['kardeşim', 'good', 'morning', 'teacher', 'i', 'am', 'fine', 'thank', 'you', 'dedi', 'ben', 'ise', 'ne', 'diyor', 'diye', 'bakıyorum', 'ingilizce', 'kafa', 'yaptı', 'kızda']","['T', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,8,12.0,0.4,20.0,code_switched,positive,0.9912330508232117,neutral,0.7714101672172546
101.0,Merhaba ! bizi takip edip bu tweet'i RT eden 5 kişiye lord of the rings edition monopoly hediye ! #LordOfTheRings,"['kardeşim', 'hello', 'kittyli', 'saç', 'spreyi', 'istiyorum', 'diye', 'çırpınıyo', 'internete', 'yaz', 'çıkar', 'diyo', 'yazdım', 'yok', 'yok', 'dur', 'resmini', 'gösteriyim', 'dedi', 'hello', 'kittymiş']","['T', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E']",True,4,17.0,0.19,21.0,code_switched,positive,0.9910235404968262,neutral,0.5967515110969543
102.0,Hiç bi aq uygulamasında soyadım yok.Facebook hariç oraya da abuk subuk istekler gelmeye başladı.(Joseph Joestar style) Oh my god !,"['burasıkadıköy', 'welcome', 'to', 'kadiköy', 'bizim', 'cennetimiz', 'sizin', 'cehenneminiz']","['T', 'E', 'E', 'T', 'T', 'T', 'T', 'T']",True,2,6.0,0.25,8.0,code_switched,negative,0.9979977011680603,negative,0.7036564946174622
103.0,"akrabalar facebook profilime baktıklarında ""oh what a well behaved boy :)"" twitter profilime baktıklarında ""oh my god what a swaggie boy!""","['o', 'kadar', 'çok', 'sosyal', 'medya', 'hesabım', 'var', 'ki', 'insta', 'snap', 'facebook', 'twitter', 'bazen', 'hangisine', 'gireceğimi', 'şaşırıyorum', 'bi', 'de', 'whatsapp', 'da', 'var', 'işin', 'içinde']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T']",True,5,18.0,0.217,23.0,code_switched,positive,0.9998359680175781,positive,0.7859883308410645
104.0,kardeşim good morning teacher i am fine thank you dedi ben ise ne diyor diye bakıyorum ingilizce kafa yaptı kızda,"['ufak', 'bir', 'hello', 'amigo', 'come', 'to', 'kadıköy', 'fenerinmaçıvar', 'fenerinmacivar']","['T', 'T', 'E', 'E', 'E', 'E', 'T', 'T', 'T']",True,4,5.0,0.444,9.0,code_switched,negative,0.5354775786399841,positive,0.3935631513595581
105.0,kardeşim halukitili saç spreyi istiyorum diye çırpınıyo internete yaz çıkar diyo yazdım yok yok dur resmini gösteriyim dedi hello kittymiş,"['koca', 'evine', 'hoş', 'geldiniz', 'this', 'is', 'kadıköy', 'welcome', 'to', 'hell']","['T', 'T', 'T', 'T', 'E', 'E', 'T', 'E', 'E', 'E']",True,5,5.0,0.5,10.0,code_switched,positive,0.5434824824333191,neutral,0.5035318732261658
106.0,#BurasıKadıköy Welcome to KADIKÖY bizim cennetimiz sizin cehenneminiz,"['kimine', 'göre', 'sene', 'kimine', 'göre', 'sene', 'kimine', 'göre', 'seneyi', 'işaret', 'eder', 'welcome', 'to', 'hell', 'brother']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E']",True,4,11.0,0.267,15.0,code_switched,positive,0.9692118167877197,positive,0.7566156983375549
107.0,o kadar çok sosyal medya hesabım var ki insta snap facebook twitter bazen hangisine gireceğimi şaşırıyorum bi de whatsapp da var işin içinde,"['bir', 'buçuk', 'saattir', 'ders', 'çalışıyordum', 've', 'annem', 'gelip', 'saniyede', 'ilgi', 'alaka', 've', 'motivasyonumu', 'indirdi', 'thank', 'you', 'mom']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E']",True,3,14.0,0.176,17.0,code_switched,positive,0.5831514000892639,negative,0.49180716276168823
108.0,"Ufak bir teaser,hello amigo come to Kadıköy #FenerinMaçıVar","['uykusuz', 'gecelerimin', 'tek', 'sebebi', 'sensin', 'benim', 'ezeezevuravura', 'yeterki', 'beşiktaşgibioyna', 'mrb', 'hello', 'kitty', 'baban', 'geldi']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T']",True,2,12.0,0.143,14.0,code_switched,positive,0.9861295819282532,positive,0.7999115586280823
109.0,#fenerinmacivar Koca evine hoş geldiniz 😉 This is Kadıköy! Welcome to Hell.,"['allahım', 'yarabbim', 'sonunda', 'setle', 'ilgili', 'kesin', 've', 'net', 'bi', 'fotoğraf', 'gördük', 'thank', 'you', 'rabbimmm', 'vatanımsensin']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T']",True,2,13.0,0.133,15.0,code_switched,positive,0.9991455078125,positive,0.6709055304527283
110.0,"Kimine göre 12 sene, Kimine göre 18 sene, kimine göre 20 seneyi işaret eder.. Welcome to hell brother!","['dna', 've', 'kapanış', 'çok', 'güzeldi', 'iyiki', 'varsınız', 'bee', 'thank', 'u']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E']",True,2,8.0,0.2,10.0,code_switched,positive,0.9965734481811523,neutral,0.4726037085056305
111.0,Bir buçuk  saattir ders çalışıyordum ve annem gelip 10 saniyede ilgi alaka ve motivasyonumu 0 a indirdi. Thank you mom,"['iyi', 'okumalar', 'vote', 'and', 'yorum', 'quote', 'wattpad']","['T', 'T', 'E', 'T', 'T', 'E', 'E']",True,3,4.0,0.429,7.0,code_switched,negative,0.9629961848258972,positive,0.739379346370697
112.0,Uykusuz Gecelerimin Tek Sebebi Sensin Benim EzeEzeVuraVura Yeterki #BeşiktaşGibiOyna Mrb Hello Kitty Baban Geldi,"['o', 'yüzden', 'stay', 'out', 'of', 'my', 'territory']","['T', 'T', 'E', 'E', 'E', 'E', 'E']",True,5,2.0,0.714,7.0,code_switched,positive,0.6929027438163757,positive,0.4405488073825836
113.0,Allahım yarabbim sonunda setle ilgili kesin ve net bi fotoğraf gördük THANK YOU RABBİMMM #VatanımSensin,"['uyumak', 'nasıl', 'bir', 'şeyse', 'hafıza', 'kaybı', 'gibi', 'etkisi', 'herhalde', 'all', 'my', 'friends', 'tell', 'me', 'i', 'should', 'move', 'on', 'but', 'i', 'wish', 'i', 'was', 'dead']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",True,15,9.0,0.625,24.0,code_switched,positive,0.9855530858039856,positive,0.8704392910003662
114.0,DNA ve kapanış... çok güzeldi iyiki varsınız bee THANK U,"['çıkacak', 'az', 'sonra', 'sakin', 'ol', 'kalbim', 'calm', 'downnnnnn', 'my', 'heartuee']","['T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E']",True,4,6.0,0.4,10.0,code_switched,positive,0.9917502999305725,positive,0.9312897324562073
115.0,"İyi okumalar vote and yorum ""#Quote #Wattpad http://w.tt/1Vvdk9t","['çıkarları', 'uğruna', 'seni', 'incitmeyecek', 'tek', 'kişi', 'yoktur', 'fast', 'and', 'furious']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E']",True,3,7.0,0.3,10.0,code_switched,positive,0.9962952733039856,neutral,0.5352461338043213
116.0,O yüzden Stay out of my territory,"['saçım', 'uzasın', 'istiyorum', 'ama', 'her', 'ay', 'kestirmeye', 'gidiyorum', 'welcome', 'to', 'my', 'bipolar', 'world']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'E']",True,5,8.0,0.385,13.0,code_switched,negative,0.5629986524581909,negative,0.71342533826828
117.0,Uyumak nasıl bir şeyse hafıza kaybı gibi.Lana del rey etkisi herhalde.All my friends tell me i should move on but i wish i was dead,"['neden', 'hiçbir', 'şey', 'beklediğimiz', 'gibi', 'olmuyor', 'neden', 'çaresizce', 'çürümek', 'zorundayız', 'acı', 've', 'arzularla', 'ikiye', 'bölünerek', 'eternity', 'and', 'a', 'day']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E']",True,4,15.0,0.211,19.0,code_switched,negative,0.9597278833389282,negative,0.8909585475921631
118.0,Bangtan çıkacak az sonra SAKİN OL KALBİM CALM DOWNNNNNN MY HEARTUEE,"['yeni', 'tanıştığın', 'birisine', 'şarkı', 'olarak', 'eat', 'me', 'drink', 'me', 'önermek']","['T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'T']",True,4,6.0,0.4,10.0,code_switched,positive,0.9630521535873413,negative,0.5717880129814148
119.0,"""Çıkarları uğruna seni incitmeyecek tek kişi yoktur."" (Fast and Furious)","['good', 'morning', 'günaydın', 'demek', 'yani', 'elit', 'bir', 'şekilde', 'gezerken', 'bu', 'görüntüden', 'mahrum', 'kalmayın', 'dedim']","['E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,2,12.0,0.143,14.0,code_switched,positive,0.9011414051055908,positive,0.48099231719970703
120.0,Saçım uzasın istiyorum ama her ay kestirmeye gidiyorum 🙄 welcome to my #bipolar world,"['havaalanında', 'bir', 'adet', 'krystal', 'var', 'acaba', 'nerelere', 'gideceğim', 'follow', 'me', 'facebooktan', 'hiç', 'arkadaşımın', 'olmamasına', 'rağmen', 'timeline', 'facebook', 'gibi', 'gerekli', 'gıdayı', 'aldık', 'thank', 'u', 'stage', ""california'da"", 'özellikle', 'los', ""angeles'da"", 'thank', 'you', 'daha', 'fazla', 'duyuyorum', 'eşcinsellik', 'evli', 'kadınla', 'ilişki', 'welcome', 'the', 'turkey', 'erkek', 'kıskanırsa', 'güzel', 'de', 'kadın', 'kıskanırsa', 'welcome', 'to', 'cehennem', 'babam', 'facebooka', 'mangal', 'başı', 'bir', 'fotoğraf', 'atıcak', 'shop', 'falan', 'yapmamı', 'istedi', 'baba', 'arkadaşların', 'var', 'zaten', 'gerek', 'yok', 'dedim', ""londra'da"", 'perşembe', 'gününe', 'early', 'weekend', 'diyorlar', 'cuma', 'günü', 'çoğu', 'şirket', 'free', 'friday', 'yaptığından', 'eğlenmeye', 'perşembe', 'gecesinden', 'başlıyorlar']","['T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'T', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'T', 'T', 'T']",True,24,60.0,0.286,84.0,code_switched,positive,0.649983286857605,negative,0.5993985533714294
121.0,Neden hiçbir şey beklediğimiz gibi olmuyor? Neden çaresizce çürümek zorundayız acı ve arzularla ikiye bölünerek? - Eternity and a Day,"['bugün', 'gunlerden', 'son', 'kez', 'teen', 'wolf']","['T', 'T', 'T', 'T', 'E', 'E']",True,2,4.0,0.333,6.0,code_switched,positive,0.9868175983428955,negative,0.8130356669425964
122.0,Yeni tanıştığın birisine şarkı olarak eat me drink me önermek,"['terketmedi', 'sağolsun', 'sağ', 'kolum', 'zaptiye', 'müdürüm', 'beni', 'off', 'road', 'neyim', 'yapdık', 'birlikte', 'mutmen', ""şile'de"", 'ohh']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T']",True,2,13.0,0.133,15.0,code_switched,positive,0.9559690356254578,neutral,0.5399125218391418
123.0,"Good morning, günaydın demek yani. Elit bir şekilde gezerken bu görüntüden mahrum kalmayın dedim.","['eylül’de', 'darbeyi', 'yaptıran', 'güç', 'kenan', 'evren’i', 'de', 'kendi', 'emir', 'eri', 'olarak', 'huzuruna', 'çağırıp', 'tören', 'yaptırmış', 'my', 'lords', 'diye', 'hitap', 'ettirmişti']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'T']",True,2,18.0,0.1,20.0,code_switched,positive,0.9759609699249268,positive,0.6038907170295715
124.0,Havaalanında bir adet Krystal var! Acaba nerelere gideceğim? Follow me ;),"['yine', 'attıın', 'kendini', 'yere', 'penaltı', 'aldın', 'burakyılmaz', 'ama', 'göklerden', 'gelen', 'bir', 'karar', 'vardır', 'oficialvlove', 'good', 'job']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E']",True,3,13.0,0.188,16.0,code_switched,positive,0.9998767375946045,neutral,0.6857925057411194
125.0,Facebook tan hiç arkadaşımın olmamasına rağmen timelineım facebook gibi,"['me', 'para', 'biriktirmem', 'lazım', 'also', 'me', 'alkol', 'kumar', 'kötü', 'alışkanlıklar', 'cilt', 'bakım', 'malzemeleri', 'aşk', 'acısı']","['E', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,3,12.0,0.2,15.0,code_switched,positive,0.8980899453163147,neutral,0.5632150173187256
126.0,Gerekli gıdayı aldık. Thank u stage!,"['tüm', 'gün', 'kore', 'dizisi', 'izlediğim', 'için', 'artık', 'hayatıma', 'kore', 'fan', 'girl', 'olarak', 'devam', 'etme', 'kararı', 'aldım']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'T', 'T', 'T']",True,2,14.0,0.125,16.0,code_switched,positive,0.9834831953048706,positive,0.8787969350814819
127.0,"California'da özellikle Los Angeles'da ""thank you""dan daha fazla ""gracias"" duyuyorum.","['kızlar', 'şu', 'chloe', 'love', 'parfümün', 'kolpasını', 'sıkmayın', 'allah', 'aşkına', 'elma', 'sirkesi', 'gibi', 'kokuyo', 'valla', 'billa', 'ya']","['T', 'T', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,2,14.0,0.125,16.0,code_switched,positive,0.9962427616119385,positive,0.8035280704498291
128.0,Eşcinsellik ❌❌ evli kadınla ilişki ✔️✔️ welcome the turkey 🔻🔻,"['iki', 'günde', 'best', 'couple', 'havalarına', 'girip', 'üç', 'gün', 'sonra', 'ayrılmanızı', 'da', 'hayretle', 'izliyorum']","['T', 'T', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,2,11.0,0.154,13.0,code_switched,positive,0.9453009366989136,neutral,0.6566769480705261
129.0,........Erkek kıskanırsa güzel de Kadın kıskanırsa ; welcome to cehennem,"['yaaa', 'tiplere', 'baak', 'best', 'kolaj', 'ever', 'resmen', 'yiycem', 'gökhanalkan', 'canbonomo']","['T', 'T', 'T', 'E', 'T', 'E', 'T', 'T', 'T', 'T']",True,2,8.0,0.2,10.0,code_switched,positive,0.6197344660758972,positive,0.5199911594390869
130.0,"Babam facebook a mangal başı bir fotoğraf atıcak. Shop falan yapmamı istedi. ""Baba arkadaşların var zaten gerek yok"" dedim.","['i', 'love', 'one', 'man', 'diyebilir', 'miyim']","['E', 'E', 'E', 'E', 'T', 'T']",True,4,2.0,0.667,6.0,code_switched,positive,0.6098246574401855,neutral,0.6414166688919067
131.0,Londra'da perşembe gününe early weekend diyorlar. Cuma günü çoğu şirket free friday yaptığından eğlenmeye perşembe gecesinden başlıyorlar.,"['bakın', 'mesela', 'videoda', 'yok', 'ama', 'seçkin', 'şu', 'işareti', 'yapıyo', 'sonra', 'nilayda', 'ona', 'bakıp', 'oda', 'aynısını', 'yapıyo', 'çünkü', 'the', 'best', 'partner', 'ilköpücük']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T']",True,2,19.0,0.095,21.0,code_switched,positive,0.9822615385055542,neutral,0.5295596718788147
132.0,Bugün gunlerden son kez teen wolf,"['buraközçivitsizceyakışıklımı', 'ya', 'o', 'kimmiş', 'necati', 'is', 'best', 'ever', 'handsome', 'necatiyakuplar']","['T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'T']",True,4,6.0,0.4,10.0,code_switched,positive,0.9704887866973877,neutral,0.6644623279571533
133.0,"Terketmedi sağolsun Sağ Kolum Zaptiye Müdürüm, beni. Off road neyim yapdık birlikte mutmeîn, Şile'de. Ohh!","['zekimüren', 'tag', 'görünce', 'bi', 'an', 'öldü', 'sandım', 'ödüm', 'koptu']","['T', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,1,8.0,0.111,9.0,code_switched,positive,0.9949217438697815,positive,0.4968438446521759
134.0,"2 Eylül’de darbeyi yaptıran güç, Kenan Evren’i de kendi emir eri olarak huzuruna çağırıp tören yaptırmış, ""My Lords"" diye hitap ettirmişti","['hannah', 'montana', 'ne', 'demiş', 'you', 'get', 'the', 'best', 'of', 'both', 'worlds', 'yani', 'yaşasın', 'biseksüel', 'olmak']","['E', 'E', 'T', 'T', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T']",True,9,6.0,0.6,15.0,code_switched,negative,0.6023002862930298,negative,0.5628078579902649
135.0,Yine attıın kendini yere penaltı aldın #BurakYılmaz ama göklerden gelen bir karar vardır ! @Oficialvlove Good Job 👏👏👏👏👏,"['love', 'yourself', 'her', 'binden', 'fazla', 'satış', 'yaparak', 'bir', 'gündeen', 'çok', 'satan', 'pop', 'grup', 'albümü', 'olarak', 'rekor', 'kırdı']","['E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'T']",True,4,13.0,0.235,17.0,code_switched,positive,0.9649682641029358,positive,0.7182152271270752
136.0,"me: para biriktirmem lazım, also me: alkol, kumar, kötü alışkanlıklar, cilt bakım malzemeleri, aşk acısı","['haters', 'gon', 'hate', 'players', 'gon', 'play', 'live', 'a', 'life', 'man', 'good', 'luck', 'mic', 'drop', 'tam', 'bekledigim', 'gibi', 'cikti', 'çok', 'efsane']","['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T']",True,14,6.0,0.7,20.0,code_switched,negative,0.9569941759109497,negative,0.7326413989067078
137.0,Tüm gün Kore dizisi izlediğim için artık hayatıma Kore fan girl olarak devam etme kararı aldım <3,"['iki', 'tag', 'da', 'dünya', 'gündeminde', 'btsdnatoday', 'bunda', 'zirvedeyiz', 'tabii', 'you', 'got', 'the', 'best', 'of', 'me']","['T', 'E', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'E', 'E']",True,8,7.0,0.533,15.0,code_switched,positive,0.7908568978309631,positive,0.8382006287574768
138.0,Kızlar şu chloé love parfümün kolpasını sıkmayın allah aşkına elma sirkesi gibi kokuyo valla billa ya,"['en', 'güzeli', 'de', 'yarın', 'okula', 'gitmiyorummmmmmmmmm', 'giden', 'herkesin', 'allah', 'yardımcısı', 'olsun', 'army', 'üzülmeyin']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T']",True,1,12.0,0.077,13.0,code_switched,negative,0.9923295378684998,negative,0.8033460974693298
139.0,İki günde best couple havalarına girip üç gün sonra ayrılmanızı da hayretle izliyorum,"[""shinee'nin"", 'love', 'like', 'oxygen', 'ile', 'aldığı', 'ilk', 'birinciliğin', 'üzerinden', 'yıl', 'geçti']","['E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,4,7.0,0.364,11.0,code_switched,negative,0.9983114004135132,positive,0.6955437660217285
140.0,Yaaa tiplere baak best kolaj ever resmen yiycem❤🐥 #GökhanAlkan #canbonomo,"['yarın', 'saat', 'hepimiz', 'böyle', 'olacağız', 'i', 'love', 'your', 'reactions', 'jinjjarevil']","['T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'E']",True,5,5.0,0.5,10.0,code_switched,positive,0.8380426168441772,positive,0.846770167350769
141.0,I love one man diyebilir miyim,"['milyon', 'tweet', 'binlerce', 'emek', 'bence', 'çoktan', 'hak', 'ettik', 'bu', 'filmi']","['T', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,1,9.0,0.1,10.0,code_switched,positive,0.798930287361145,neutral,0.48503249883651733
142.0,Bakın mesela videoda yok ama seçkin 👍 şu işareti yapıyo sonra nilayda ona bakıp oda aynısını yapıyo çünkü the best partnerler #ilköpücük,"['sene', 'önce', 'bugün', 'rising', 'star', 'you', 'give', 'love', 'a', 'bad', 'name', 'çalmış', 've', 'yarı', 'finale', 'yükselmiştik', 'part', 'watch']","['T', 'T', 'T', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'E', 'E']",True,10,8.0,0.556,18.0,code_switched,positive,0.9952255487442017,positive,0.6860765218734741
143.0,#BurakÖzçivitSizceYakışıklımı Ya o kimmiş Necati is best ever handsome❤ @necatiyakuplar5,"['şey', 'işte', 'birkaç', 'ödül', 'yılın', 'albümü', 'love', 'yourself', 'yılın', 'sanatçısı', 'yılın', 'müzik', 'videosu', 'dna']","['T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T']",True,2,12.0,0.143,14.0,code_switched,positive,0.9637271761894226,positive,0.7896516919136047
144.0,#ZekiMüren tag'i görünce bi an öldü sandım..ödüm koptu..!!!,"['o', 'zamanın', 'belgeselleri', 'bunlar', 'man', 'jumping', 'over', 'chair', 'my', 'lady', 'buyukbaba', 'thunder', 'buyukanne', 'playboy', 'anne', 'artificial', 'love', 'baba', 'the', 'eve', 'buyuk', 'kardes', 'sweet', 'lies', 'ise', 'kucuk', 'kardes']","['T', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'E', 'E', 'T', 'E', 'T', 'E', 'T', 'E', 'E', 'T', 'E', 'E', 'T', 'T', 'E', 'E', 'T', 'T', 'T']",True,14,13.0,0.519,27.0,code_switched,negative,0.5282685160636902,negative,0.8368399143218994
145.0,hannah montana ne demiş you get the best of both worlds yani yaşasın biseksüel olmak,"['first', 'love', 'herkesin', 'gördüğü', ""suga'yı"", 'bir', 'kenara', 'atıp', 'ilk', 'aşkı', 'olarak', 'piyanosuna', 'şarkı', 'yazan', 'min', 'yoongi']","['E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,2,14.0,0.125,16.0,code_switched,positive,0.8655431866645813,positive,0.4761675298213959
146.0,"'Love Yourself: Her' Hanteo'da 265 binden fazla satış yaparak ""bir günde""en çok satan kpop grup albümü olarak rekor kırdı. 💅","['ben', 'megafona', 'telefonu', 'dayayıp', 'tövbe', 'tövbe', 'açmıstım', 'şimdi', 'ki', 'hedefim', 'düğunde', 'centry', 'girlü', 'açtırmak']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T']",True,2,12.0,0.143,14.0,code_switched,positive,0.9971588850021362,positive,0.6319124102592468
147.0,Haters gon' hate Players gon' play Live a life man Good luck Mic drop tam bekledigim gibi cikti çok efsane,"['the', 'killers', 'merakla', 'beklenen', 'albümleri', 'wonderful', 'wonderful', 'some', 'kind', 'of', 'love', 'isimli', 'yeni', 'bir', 'tekli', 'paylaştı']","['E', 'E', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T']",True,8,8.0,0.5,16.0,code_switched,positive,0.9963016510009766,positive,0.8468829989433289
148.0,İki tag da dünya gündeminde #BTS_DNA_TODAY bunda zirvedeyiz tabii 😎YOU GOT THE BEST OF ME 👻,"['taylor', 'swift', 'bad', 'misin', 'good', 'musun', 'bi', 'karar', 'ver', 'allahın', 'mıymıyı']","['E', 'E', 'E', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'T']",True,4,7.0,0.364,11.0,code_switched,positive,0.9984435439109802,positive,0.8381393551826477
149.0,En Güzeli De Yarın Okula Gitmiyorummmmmmmmmm Giden Herkesin Allah Yardımcısı Olsun Army'lerim Üzülmeyin❤,"[""bobby'nin"", 'şarkısı', 'da', 'tam', 'aşık', 'olmalık', 'sen', 'dinliyorsun', 'bobbye', 'aşık', 'oluyorsun', 'o', 'nakaratta', 'sana', 'i', 'love', 'you', 'diyor']","['E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'T']",True,5,13.0,0.278,18.0,code_switched,positive,0.9961555600166321,positive,0.6779114603996277
150.0,SHINee'nin Love Like Oxygen ile aldığı ilk birinciliğin üzerinden 9 yıl geçti!❤️⬇️,"['bad', 'liar', 'şarkısını', 'başta', 'dinlemiştim', 'beğenmemiştim', 'ama', 'tekrar', 'tekrar', 'dinleyince', 'hoşuma', 'kaçtı']","['E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,2,10.0,0.167,12.0,code_switched,positive,0.9978799819946289,positive,0.6511752605438232
151.0,Yarın saat 12.00'de hepimiz böyle olacağız 😂 I love your reactions 😂 @jinjjarevil,"['seni', 'ne', 'mutlu', 'ediyorsa', 'onu', 'yap', 've', 'insanların', 'ne', 'düşündüğünü', 'asla', 'dikkate', 'alma', 'a', 'serious', 'man']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E']",True,3,13.0,0.188,16.0,code_switched,positive,0.9979531764984131,positive,0.7989139556884766
152.0,1 milyon tweet binlerce emek bence çoktan hak ettik bu filmi. SarıtaşErçelUyumu FilmOlsun,"['bu', 'tweet', 'atılmayı', 'başladığından', 'beri', 'her', 'zaman', 'retweet', 've', 'çok', 'azda', 'olsa', 'tweet', 'atıyorum', 'ama', 'ben', 'bir', 'love']","['T', 'E', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'E']",True,4,14.0,0.222,18.0,code_switched,positive,0.8254026174545288,positive,0.7916721701622009
